Key1;Key2;ISIN;Country;Industry;Corridor_per_TA;Funded_Status;FVDBO;FVPA;Duration;ROA;TDR;CR;Cap_Turn;MV_common_shares;FS_DUM;Size
USD_2010;GB0007980591_2010;GB0007980591;GB;Oil & Gas;0;-5795,668905;31624,53784;25828,86894;0,269217858;-0,013666983;0,647798811;1,154675187;0,35573455;88568,6847;1;5,312672832
CHF_2010;CH0038863350_2010;CH0038863350;CH;Food & Beverages;0,00039412;-3241,357183;19164,99559;15923,63841;0,370524131;0,07861807;0,439292016;1,293604458;0,349307154;189708,75;1;4,952061758
EUR_2010;FR0000120271_2010;FR0000120271;FR;Oil & Gas;-0,004613201;-1931;8740;6809;0,265;0,073553765;0,573672052;1,414523863;0,396164711;94242,4383;1;5,157511165
USD_2010;CH0012005267_2010;CH0012005267;CH;Healthcare;0;0;0;0;0;0,079420685;0,434235067;1,082204558;0,216391768;144937,3864;0;4,968712275
CHF_2010;CH0012032048_2010;CH0012032048;CH;Healthcare;0,049344477;-639,2877196;9195,476057;8556,188337;0,362179487;0,14201901;0,808882334;1,843503806;0,452507375;119099,0876;1;4,689710244
EUR_2010;ES0178430E18_2010;ES0178430E18;ES;Telecommunications;0;-736;1892;1156;0,294520548;0,078343286;0,755854363;0,628627732;0,162234637;77428,2027;1;5,113191038
GBP_2010;GB0009252882_2010;GB0009252882;GB;Healthcare;0;-3090,930314;17280,26147;14189,33115;0,295154185;0,038692872;0,769239877;1,253400031;0,37973005;65406,3287;1;4,692792315
USD_2010;GB00B03MLX29_2010;GB00B03MLX29;GB;Oil & Gas;0,010348462;-1951,256319;49685,35426;47734,09794;0,261217949;0,062397693;0,535652282;1,122742462;0,3499938;134309,5638;1;5,386296312
EUR_2010;FR0000120578_2010;FR0000120578;FR;Healthcare;0;-3898;9559;5661;0,345821326;0,064118503;0,375023457;1,987012987;0,235069901;63778,6911;1;4,930765703
EUR_2010;DE000ENAG999_2010;DE000ENAG999;DE;Utilities;0;-3251;16514;13263;0,222941721;0,043752984;0,701826911;1,225580655;0,30235281;44596,1;1;5,184353515
USD_2010;GB0007188757_2010;GB0007188757;GB;Basic Resources;0;-3293,593903;13211,34837;9917,754471;0,193040597;0,128298429;0,419280796;1,819330225;0,190912973;94525,7156;1;4,928459841
EUR_2010;DE0007236101_2010;DE0007236101;DE;Industrial Goods & Services;0;-6357;29659;23302;0,269273128;0,03834596;0,717039299;1,22312828;0,482830385;84746,6552;1;5,012107165
USD_2010;GB0000566504_2010;GB0000566504;GB;Basic Resources;0;-162,2274202;1329,5103;1167,282879;0,333333333;0,14318192;0,44481835;1,927158411;0,282874893;158790,6969;1;4,82635301
USD_2010;GB0009895292_2010;GB0009895292;GB;Healthcare;0;-1869,765336;7730,325209;5860,559873;0,279840849;0,143478183;0,582910186;1,49705129;0,447752419;41791,1247;1;4,626857632
EUR_2010;DE000BAY0017_2010;DE000BAY0017;DE;Chemicals;0;-6686;16833;10147;0,185043145;0,025259193;0,631829301;1,69063221;0,355647886;45730,2135;1;4,711857824
GBP_2010;GB0002875804_2010;GB0002875804;GB;Personal & Household Goods;0;-261,4684254;6230,885958;5969,417532;0,18699187;0,103338119;0,657286432;1,132374101;0,310732233;49769,651;1;4,512152345
EUR_2010;IT0003132476_2010;IT0003132476;IT;Oil & Gas;-0,002623995;-641;1109;468;0,538461538;0,047914455;0,577369938;1,0018366;0,264758077;65447,5648;1;5,120113071
USD_2010;GB0008762899_2010;GB0008762899;GB;Oil & Gas;-0,001689894;-260,3184185;1233,68294;973,3645212;0,47826087;0,067257798;0,469492435;1,146972766;0,202628283;44690,3628;1;4,579245153
USD_2010;GB00B1XZS820_2010;GB00B1XZS820;GB;Basic Resources;-0,002910466;-316,909379;2397,193088;2080,283709;0,124;0,098175708;0,430343855;1,788135593;0,215254441;44695,3901;1;4,70152505
EUR_2010;FR0010208488_2010;FR0010208488;FR;Utilities;0;-1731;6130;4399;0,41980198;0,024997698;0,617030494;1,151433195;0,281278262;61288,4965;1;5,266365776
EUR_2010;DE000BASF111_2010;DE000BASF111;DE;Chemicals;0;-2469;17695;15226;0,21174206;0,076726214;0,618524068;1,596929599;0,418584682;54833,179;1;4,773735262
GBP_2010;GB0008847096_2010;GB0008847096;GB;Retail;0;-2147,776351;7629,275125;5481,498774;0,555397727;0,05624285;0,64786256;0,669392589;0,251429903;34488,3577;1;4,741168435
EUR_2010;NL0000009355_2010;NL0000009355;NL;Personal & Household Goods;0;-2070;18044;15974;0,213235294;0,103092283;0,633735759;0,917536381;0,303252605;70787,9617;1;4,614549219
EUR_2010;FI0009000681_2010;FI0009000681;FI;Technology;0;-50;1544;1494;0,438848921;0,047286762;0,585128952;1,547605473;0,693837385;28985,9599;1;4,59243215
EUR_2010;DE0007100000_2010;DE0007100000;DE;Automobiles & Parts;-0,022969889;-6507;17684;11177;0,281772575;0,033114923;0,720584554;1,072714955;0,419664286;53967,412;1;5,132995701
USD_2010;CH0012221716_2010;CH0012221716;CH;Industrial Goods & Services;0,01388621;-246,7365879;7045,197314;6798,460726;0,350584307;0,070285163;0,574101116;1,514398375;0,698388208;48047,5175;1;4,437532603
EUR_2010;DE0005557508_2010;DE0005557508;DE;Telecommunications;0;-6388;7017;629;0,359404097;0,013261666;0,663349294;0,576251323;0,119261102;42108,5417;1;5,106571631
GBP_2010;GB0002374006_2010;GB0002374006;GB;Food & Beverages;0;-1403,058247;7667,795027;6264,736781;0,224489796;0,083735993;0,753983757;1,762677485;0,357355814;30033,082;1;4,356180145
USD_2010;LU0323134006_2010;LU0323134006;LU;Basic Resources;-0,014025545;-2592,620539;8610,126009;6017,50547;0,191747573;0,024796798;0,495049807;1,389024509;0,326002261;44501,6758;1;4,994638719
EUR_2010;DE0007164600_2010;DE0007164600;DE;Technology;0;-76;880;804;0,307692308;0,086896022;0,528621467;1,387259662;0,342737872;46737,1407;1;4,318918554
EUR_2010;DE0007037129_2010;DE0007037129;DE;Utilities;0;-3262;17095;13833;0,186456401;0,035701623;0,812875361;1,069316021;0,35037657;27984,2867;1;4,968842377
EUR_2010;FR0000120644_2010;FR0000120644;FR;Food & Beverages;0;-398;862;464;0,365079365;0,066550411;0,573401189;0,818408996;0,209793943;30944,7447;1;4,448690864
EUR_2010;IT0003128367_2010;IT0003128367;IT;Utilities;-0,002189798;-1600;3175;1575;0,162303665;0,026122867;0,681378383;1,063691457;0,215153643;35168,5568;1;5,225443685
EUR_2010;FR0000127771_2010;FR0000127771;FR;Media;-0,002000237;-385;625;240;0,333333333;0,037258658;0,522434865;0,69375667;0,220382079;25366,5488;1;4,770800482
USD_2010;BE0003793107_2010;BE0003793107;BE;Food & Beverages;0,003480786;-1752,056138;5580,623255;3828,567117;0,195488722;0,035210159;0,660675867;0,801335878;0,110169492;69167,1901;1;4,935891586
USD_2010;GB0031411001_2010;GB0031411001;GB;Basic Resources;0;-470,8367917;2128,574662;1657,737871;0,146892655;0,067251001;0,39719405;1,28528827;0,166936837;45508,0243;1;4,720974655
